OTU_ID,EDNA20_474001,EDNA20_474005,EDNA20_474014,EDNA20_474043,EDNA20_474079,EDNA20_474086,EDNA20_474091,EDNA20_474099,EDNA20_474103,EDNA20_474107,EDNA20_474143,EDNA20_474148,EDNA20_474160,EDNA20_474175,EDNA20_474179,EDNA20_474198,EDNA20_474207,EDNA20_474217,EDNA20_474237,EDNA20_478618,EDNA20_478631,EDNA20_478635,EDNA20_478639,EDNA20_478655,EDNA20_478672,EDNA20_478677,EDNA20_478685,EDNA20_478689,EDNA20_478706,EDNA20_478732,EDNA20_478745,EDNA20_478748,EDNA20_478752,EDNA20_478847,EDNA20_478851,EDNA20_478867,EDNA20_478887,EDNA20_478895,EDNA20_478907,EDNA20_478929,EDNA20_478933,EDNA20_478941,EDNA20_478949,EDNA20_478954,EDNA20_478959,EDNA20_478964,EDNA20_478969,EDNA20_478973,EDNA20_478977,EDNA20_478981,EDNA20_478985,EDNA20_478989,EDNA20_478993,EDNA20_478997
Terebellides williamsae,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thelepus cincinnatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunnus g.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunnus thynnus,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,733,0,0,0,0,0,0,0,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0
Thysanoessa g.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thysanoessa longicaudata,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thysanoessa raschii,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiaropsis multicirrata,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triglops murrayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321
Triticella pedicellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubularia indivisa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tursiops truncatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urophycis chuss,0,0,11173,1085,0,90,0,0,0,0,0,0,0,0,0,0,0,0,750,408,18242,5389,15826,3151,795,993,0,0,0,519,0,0,0,508,617,20,5,0,0,0,0,0,593,0,1151,0,1040,0,3775,0,11705,73612,0,0
Urophycis tenuis,0,0,0,0,0,0,0,0,0,0,0,2547,2914,0,4467,0,0,0,0,0,0,0,0,1525,0,59120,0,0,0,0,0,0,0,0,14,0,0,0,87,0,0,0,0,0,0,0,0,0,0,2278,2837,0,0,0
Yoldiella frigida,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ziminella salmonacea,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoarces americanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44888,5504,0,0,1117,0,0
